instance_id,mode,candidate_source,task_id,backend,bitstring,bqm_energy,raw_assignment_feasible,onehot_violation_count,capacity_violation_count_before_repair,capacity_violation_count_after_repair,repair_applied,repair_summary,route_distance_before_2opt,route_distance_after_2opt,improvement_after_2opt,route_feasible,decoded_assignment
seed2026_c6_v2_medium,random,best_of_1024_random_bqm_samples,,,,91.02500478904108,True,0,0,0,False,no_repair_needed,61.53959527570374,57.82832952709794,3.711265748605797,True,"{""0"": [2, 4, 5, 6], ""1"": [1, 3]}"
seed2026_c6_v2_medium,classical,best_of_1024_classical_sa_samples,,,,-1.7959211040904393,True,0,0,0,False,no_repair_needed,40.715855413188315,40.715855413188315,0.0,True,"{""0"": [1, 3, 5], ""1"": [2, 4, 6]}"
seed2026_c6_v2_medium,quantum,best_energy_candidate_from_hardware_measurement_counts,2608020040447289172,Baihua,101001,-1.7959211040904393,True,0,0,0,False,no_repair_needed,40.715855413188315,40.715855413188315,0.0,True,"{""0"": [2, 4, 6], ""1"": [1, 3, 5]}"
