experiment_id,seed,customers,vehicles,capacity_pressure,capacity,shots,repeat,backend,num_sweeps,instance_id,config_hash,source,decision,shots_requested,shots_received,unique_bitstrings,qualified_unique,raw_feasible_rate,quality_hit_rate,near_quality_hit_rate,random_quality_hit_rate,quality_hit_gain,quality_lift,classical_reach_all_rate,classical_reach_feasible_rate,strict_improvement_rate,best_gap,conclusion,task_id,warnings,backend_queue_snapshot_before_submit,status,selected_customer_ids_in_qubit_order,customer_demands,vehicle_capacity,threshold,threshold_all,threshold_method,energy_tolerance,exact_optimum_energy,random_median_energy,claim_scope,top_bitstring,top_bitstring_count,top_bitstring_energy,top_bitstring_meets_quality_threshold,quantum_best_bitstring,quantum_best_energy,quantum_best_count
qrf_live_acceptance_20260801,2026,4,2,medium,6,1024,1,Baihua,40,seed2026_c4_v2_medium,5c2eb84953fd4403bc802b42414cc14319c90dc658048d1d8c2c11446d890bd9,hardware,PASS,1024,1024,16,6,0.2548828125,0.2548828125,0.2548828125,0.375,-0.1201171875,0.6796875,0.0595703125,0.0595703125,0.0,0.0,At least one sample reached the prespecified low-energy feasible region; superiority to random was not established.,2608012138290414123,[],"{'Dongling': 1, 'Baihua': 0, 'Shenglian': 0}",completed,"[3, 4, 1, 2]","{'1': 2, '2': 1, '3': 4, '4': 3}",6,-0.18208246942526785,-0.18208246942526785,"same-budget best classical energies, stored separately for all and raw-feasible candidates",1e-09,-0.18208246942526785,54.265099966467346,Results describe candidate quality and same-budget complementarity only; they do not establish universal quantum or speed advantage.,0000,219,779.2130623708881,False,1001,-0.18208246942526785,42
