capacity_penalty,instances,mean_seed,mean_block_size,mean_spearman_qubo_true_distance,mean_low_10pct_improving_ratio,mean_feasible_state_ratio,mean_capacity_repair_ratio,mean_top_16_contains_improvement,mean_top_32_contains_improvement,mean_top_64_contains_improvement
10.0,8,2.5,11.0,0.10564702355671339,0.04345885251524234,0.37213134765625,0.62786865234375,0.5,0.5,0.625
25.0,8,2.5,11.0,0.10444161310164503,0.04345885251524234,0.37213134765625,0.62786865234375,0.5,0.5,0.625
50.0,8,2.5,11.0,0.10417511019472003,0.04345885251524234,0.37213134765625,0.62786865234375,0.5,0.5,0.625
