instance_id,mode,candidate_source,task_id,backend,bitstring,bqm_energy,raw_assignment_feasible,onehot_violation_count,capacity_violation_count_before_repair,capacity_violation_count_after_repair,repair_applied,repair_summary,route_distance_before_2opt,route_distance_after_2opt,improvement_after_2opt,route_feasible,decoded_assignment
seed2026_c4_v2_medium,random,best_of_1024_random_bqm_samples,,,,47.0958914224168,True,0,0,0,False,no_repair_needed,55.51696522669374,55.51696522669374,0.0,True,"{""0"": [3], ""1"": [1, 2, 4]}"
seed2026_c4_v2_medium,classical,best_of_1024_classical_sa_samples,,,,-0.18208246942526785,True,0,0,0,False,no_repair_needed,52.852798107573705,52.852798107573705,0.0,True,"{""0"": [1, 4], ""1"": [2, 3]}"
seed2026_c4_v2_medium,quantum,best_energy_candidate_from_hardware_measurement_counts,2608020037098703942,Dongling,1001,-0.18208246942526785,True,0,0,0,False,no_repair_needed,52.852798107573705,52.852798107573705,0.0,True,"{""0"": [1, 4], ""1"": [2, 3]}"
