Instance,Source,Shots,Raw feasible,Quality HR,Random HR,Classical reach,Strict improve,Best gap
seed2026_c4_v2_medium,hardware,1024,0.2548828125,0.2548828125,0.375,0.0595703125,0.0,0.0
