instance_id,seed,num_customers,num_vehicles,vehicle_capacity,vehicle_pair,pair_rank,block_id,block_size,state_count,baseline_distance,exact_best_distance,best_improvement,has_improvement,improving_state_count,improving_state_ratio,single_bit_local_trap,minimum_required_flips,feasible_state_ratio,capacity_repair_ratio,spearman_qubo_true_distance,true_optimum_qubo_rank,current_bitstring,qubo_best_bitstring,true_best_bitstring
seed011_pair2_B1_w6,11,40,4,36,2-3,2,B1,6,64,109.91468184729763,108.55820735975112,1.3564744875465067,True,12,0.1875,False,1,0.203125,0.796875,-0.4051748871928969,51,101100,100100,111100
seed011_pair2_B2_w6,11,40,4,36,2-3,2,B2,6,64,109.91468184729763,107.50486885402665,2.4098129932709753,True,18,0.28125,False,1,0.15625,0.84375,-0.25932073399975075,55,001010,001010,110101
seed011_pair2_B3_w6,11,40,4,36,2-3,2,B3,6,64,109.91468184729763,108.72246373993488,1.1922181073627485,True,19,0.296875,False,1,0.125,0.875,0.050284511445571445,13,000001,000001,100100
seed011_pair1_B1_w8,11,40,4,36,0-3,1,B1,8,256,109.91468184729763,108.92675010668836,0.9879317406092696,True,120,0.46875,False,1,0.796875,0.203125,-0.035899235087983275,91,00001111,00000011,00011110
seed011_pair1_B2_w8,11,40,4,36,0-3,1,B2,8,256,109.91468184729763,108.8848119508338,1.0298698964638362,True,48,0.1875,False,1,0.734375,0.265625,0.8161105885532067,53,10001111,10000100,10011010
seed011_pair1_B3_w8,11,40,4,36,0-3,1,B3,8,256,109.91468184729763,108.92675010668836,0.9879317406092696,True,52,0.203125,False,1,0.54296875,0.45703125,0.302372615934801,123,00111111,00101111,01111011
seed011_pair2_B1_w8,11,40,4,36,2-3,2,B1,8,256,109.91468184729763,108.49704982697236,1.4176320203252715,True,51,0.19921875,False,1,0.171875,0.828125,-0.48102929090864566,143,00111100,00101000,10001101
seed011_pair2_B2_w8,11,40,4,36,2-3,2,B2,8,256,109.91468184729763,107.50486885402665,2.4098129932709753,True,52,0.203125,False,1,0.08984375,0.91015625,0.12038907658685413,197,00001010,00001010,00110101
seed011_pair2_B3_w8,11,40,4,36,2-3,2,B3,8,256,109.91468184729763,108.49704982697236,1.4176320203252715,True,61,0.23828125,False,1,0.20703125,0.79296875,-0.2459235432856749,69,01100001,00100001,10100100
seed012_pair1_B1_w6,12,50,5,37,1-4,1,B1,6,64,146.02633859043374,143.65883831521526,2.3675002752184753,True,56,0.875,False,1,0.953125,0.046875,0.23136446886446885,57,110000,010111,111111
seed012_pair1_B2_w6,12,50,5,37,1-4,1,B2,6,64,146.02633859043374,142.2618724192644,3.764466171169346,True,35,0.546875,False,1,0.984375,0.015625,-0.02669413919413919,22,001000,101010,000011
seed012_pair1_B3_w6,12,50,5,37,1-4,1,B3,6,64,146.02633859043374,144.41313327836733,1.6132053120664125,True,46,0.71875,False,1,0.984375,0.015625,0.05954738493275816,17,000000,001010,111011
seed012_pair2_B1_w6,12,50,5,37,0-3,2,B1,6,64,146.02633859043374,136.50088943821456,9.525449152219181,True,30,0.46875,False,1,0.484375,0.515625,0.46941391941391936,40,110010,100000,111000
seed012_pair2_B2_w6,12,50,5,37,0-3,2,B2,6,64,146.02633859043374,143.90451409021205,2.121824500221692,True,5,0.078125,False,1,0.140625,0.859375,-0.39634586231913727,54,111011,101010,111010
seed012_pair2_B3_w6,12,50,5,37,0-3,2,B3,6,64,146.02633859043374,144.47044327937732,1.5558953110564175,True,1,0.015625,False,1,0.3125,0.6875,0.09356899198862377,25,001111,001001,001011
seed012_pair1_B1_w8,12,50,5,37,1-4,1,B1,8,256,146.02633859043374,142.47056807588424,3.5557705145494936,True,240,0.9375,False,1,0.87109375,0.12890625,0.33683980888075066,163,11110000,10010111,00000110
seed012_pair1_B2_w8,12,50,5,37,1-4,1,B2,8,256,146.02633859043374,142.2618724192644,3.764466171169346,True,146,0.5703125,False,1,0.98046875,0.01953125,0.2458273541459216,73,00001000,11101010,00000011
seed012_pair1_B3_w8,12,50,5,37,1-4,1,B3,8,256,146.02633859043374,143.65883831521526,2.3675002752184753,True,208,0.8125,False,1,0.98828125,0.01171875,0.11377359330669048,230,11000000,10001010,11110110
seed012_pair2_B1_w8,12,50,5,37,0-3,2,B1,8,256,146.02633859043374,136.50088943821456,9.525449152219181,True,68,0.265625,False,1,0.23828125,0.76171875,-0.33874283637968977,240,11110010,10100000,11111000
seed012_pair2_B2_w8,12,50,5,37,0-3,2,B2,8,256,146.02633859043374,143.90451409021205,2.121824500221692,True,5,0.01953125,False,1,0.31640625,0.68359375,0.22533387836859228,85,00011111,00010101,00011011
seed012_pair2_B3_w8,12,50,5,37,0-3,2,B3,8,256,146.02633859043374,143.90451409021205,2.121824500221692,True,5,0.01953125,False,1,0.31640625,0.68359375,0.6992439254955386,25,11110000,10010000,11010000
seed013_pair1_B1_w6,13,30,3,33,0-2,1,B1,6,64,79.42098520667398,78.70951249624258,0.7114727104313943,True,5,0.078125,False,1,0.109375,0.890625,-0.5614468864468865,56,101111,101001,011110
seed013_pair1_B2_w6,13,30,3,33,0-2,1,B2,6,64,79.42098520667398,78.36077453514794,1.0602106715260362,True,8,0.125,False,1,0.0625,0.9375,0.4938619814114369,13,000111,000101,010001
seed013_pair1_B3_w6,13,30,3,33,0-2,1,B3,6,64,79.42098520667398,78.19092505242692,1.230060154247056,True,5,0.078125,False,1,0.015625,0.984375,0.7229711034568646,13,011001,001001,001101
seed013_pair2_B1_w6,13,30,3,33,1-2,2,B1,6,64,79.42098520667398,77.57543189240837,1.8455533142656009,True,1,0.015625,True,3,0.5,0.5,0.4869561236139046,51,111111,111111,111000
seed013_pair2_B2_w6,13,30,3,33,1-2,2,B2,6,64,79.42098520667398,77.57543189240837,1.8455533142656009,True,1,0.015625,True,3,0.5,0.5,0.48360208450138104,8,000111,000111,000000
seed013_pair2_B3_w6,13,30,3,33,1-2,2,B3,6,64,79.42098520667398,79.42098520667398,0.0,False,0,0.0,False,0,0.453125,0.546875,0.1767487746635619,1,000101,000101,000101
seed013_pair1_B1_w8,13,30,3,33,0-2,1,B1,8,256,79.42098520667398,78.18215666203677,1.238828544637201,True,24,0.09375,False,1,0.1015625,0.8984375,0.01960999948479377,142,01101111,00101001,00011111
seed013_pair1_B2_w8,13,30,3,33,0-2,1,B2,8,256,79.42098520667398,78.972706247482,0.44827895919198113,True,4,0.015625,False,1,0.0546875,0.9453125,0.06412973967714466,42,11000110,01000100,11010110
seed013_pair1_B3_w8,13,30,3,33,0-2,1,B3,8,256,79.42098520667398,77.70012784762122,1.7208573590527578,True,63,0.24609375,False,1,0.11328125,0.88671875,-0.712337071081287,231,01111011,01010010,11101100
seed013_pair2_B1_w8,13,30,3,33,1-2,2,B1,8,256,79.42098520667398,77.57543189240837,1.8455533142656009,True,1,0.00390625,True,3,0.67578125,0.32421875,0.6001122267038879,51,00111111,00111111,00111000
seed013_pair2_B2_w8,13,30,3,33,1-2,2,B2,8,256,79.42098520667398,79.42098520667398,0.0,False,0,0.0,False,0,0.32421875,0.67578125,0.3442592581411872,1,10000101,10000101,10000101
seed013_pair2_B3_w8,13,30,3,33,1-2,2,B3,8,256,79.42098520667398,77.57543189240837,1.8455533142656009,True,1,0.00390625,True,3,0.57421875,0.42578125,0.47798175997862974,27,11111011,11111011,11001001
seed014_pair1_B1_w6,14,40,4,36,0-3,1,B1,6,64,98.36619942375684,97.77076836315257,0.5954310606042696,True,1,0.015625,False,1,0.546875,0.453125,-0.313373550541943,30,011110,010000,010110
seed014_pair1_B2_w6,14,40,4,36,0-3,1,B2,6,64,98.36619942375684,95.63208391143061,2.734115512326227,True,2,0.03125,False,1,0.3125,0.6875,0.7690388328250258,4,001100,011100,000100
seed014_pair1_B3_w6,14,40,4,36,0-3,1,B3,6,64,98.36619942375684,98.36619942375684,0.0,False,0,0.0,False,0,0.015625,0.984375,0.15280649818376404,1,000000,000000,000000
seed014_pair2_B1_w6,14,40,4,36,1-3,2,B1,6,64,98.36619942375684,98.36619942375684,0.0,False,0,0.0,False,0,0.015625,0.984375,0.15394127668259305,1,000000,000000,000000
seed014_pair2_B2_w6,14,40,4,36,1-3,2,B2,6,64,98.36619942375684,98.36619942375684,0.0,False,0,0.0,False,0,0.640625,0.359375,0.40440203319233614,1,111000,111000,111000
seed014_pair2_B3_w6,14,40,4,36,1-3,2,B3,6,64,98.36619942375684,98.36619942375684,0.0,False,0,0.0,False,0,0.25,0.75,0.4410714285714285,8,111111,101111,111111
seed014_pair1_B1_w8,14,40,4,36,0-3,1,B1,8,256,98.36619942375684,95.19810602119517,3.1680934025616665,True,16,0.0625,False,1,0.21875,0.78125,-0.4488701997527753,211,11111110,00100000,01101110
seed014_pair1_B2_w8,14,40,4,36,0-3,1,B2,8,256,98.36619942375684,98.36619942375684,0.0,False,0,0.0,False,0,0.140625,0.859375,0.3722507378736789,25,00000110,00000000,00000110
seed014_pair1_B3_w8,14,40,4,36,0-3,1,B3,8,256,98.36619942375684,97.77076836315257,0.5954310606042696,True,1,0.00390625,False,1,0.4375,0.5625,-0.22246736013001034,36,11110010,10000000,11010010
seed014_pair2_B1_w8,14,40,4,36,1-3,2,B1,8,256,98.36619942375684,98.36619942375684,0.0,False,0,0.0,False,0,0.140625,0.859375,0.22203845319448773,3,11000000,10000000,11000000
seed014_pair2_B2_w8,14,40,4,36,1-3,2,B2,8,256,98.36619942375684,98.36619942375684,0.0,False,0,0.0,False,0,0.296875,0.703125,0.14179303044174865,3,11111011,11111010,11111011
seed014_pair2_B3_w8,14,40,4,36,1-3,2,B3,8,256,98.36619942375684,98.36619942375684,0.0,False,0,0.0,False,0,0.12109375,0.87890625,0.4280591954680704,32,11111111,11111001,11111111
seed015_pair1_B1_w6,15,50,5,36,0-4,1,B1,6,64,190.10286453154825,189.51064920792413,0.5922153236241172,True,1,0.015625,True,2,0.046875,0.953125,0.05020949252863147,46,001101,000101,000111
seed015_pair1_B2_w6,15,50,5,36,0-4,1,B2,6,64,190.10286453154825,190.10286453154825,0.0,False,0,0.0,False,0,0.0625,0.9375,-0.027018363583263972,4,110101,010101,110101
seed015_pair1_B3_w6,15,50,5,36,0-4,1,B3,6,64,190.10286453154825,190.10286453154825,0.0,False,0,0.0,False,0,0.078125,0.921875,-0.11875290687526839,57,011111,010101,011111
seed015_pair2_B1_w6,15,50,5,36,0-3,2,B1,6,64,190.10286453154825,189.03278833776068,1.0700761937875711,True,2,0.03125,False,1,0.28125,0.71875,0.6114473034823752,10,100000,100001,110000
seed015_pair2_B2_w6,15,50,5,36,0-3,2,B2,6,64,190.10286453154825,188.70088170904995,1.4019828224982973,True,11,0.171875,False,1,0.59375,0.40625,0.23310973242675978,24,011001,010001,001011
seed015_pair2_B3_w6,15,50,5,36,0-3,2,B3,6,64,190.10286453154825,189.11248531353112,0.9903792180171251,True,5,0.078125,False,1,0.15625,0.84375,-0.46822344322344317,57,111011,101010,001111
seed015_pair1_B1_w8,15,50,5,36,0-4,1,B1,8,256,190.10286453154825,189.51064920792413,0.5922153236241172,True,3,0.01171875,True,2,0.0390625,0.9609375,-0.08019999124507864,185,11001101,10000101,11000111
seed015_pair1_B2_w8,15,50,5,36,0-4,1,B2,8,256,190.10286453154825,190.10286453154825,0.0,False,0,0.0,False,0,0.15625,0.84375,0.15667482870648428,26,10000111,10000101,10000111
seed015_pair1_B3_w8,15,50,5,36,0-4,1,B3,8,256,190.10286453154825,189.51064920792413,0.5922153236241172,True,1,0.00390625,True,2,0.01171875,0.98828125,-0.12512006036236964,251,01101111,00101001,00111111
seed015_pair2_B1_w8,15,50,5,36,0-3,2,B1,8,256,190.10286453154825,188.02003873128834,2.0828258002599114,True,15,0.05859375,False,1,0.25390625,0.74609375,0.4639391154230781,93,11000000,10100001,00010010
seed015_pair2_B2_w8,15,50,5,36,0-3,2,B2,8,256,190.10286453154825,187.90381458683868,2.1990499447095715,True,19,0.07421875,False,1,0.25390625,0.74609375,-0.5322635328450445,227,11011110,10010100,11111001
seed015_pair2_B3_w8,15,50,5,36,0-3,2,B3,8,256,190.10286453154825,189.03189378031624,1.0709707512320108,True,36,0.140625,False,1,0.29296875,0.70703125,-0.21698114557106882,73,10101111,10100101,01110101
seed016_pair1_B1_w6,16,30,3,37,0-1,1,B1,6,64,74.09519354660955,72.55455302968726,1.540640516922295,True,50,0.78125,False,1,0.96875,0.03125,0.21776556776556777,59,101111,101111,111011
seed016_pair1_B2_w6,16,30,3,37,0-1,1,B2,6,64,74.09519354660955,72.5717087145646,1.5234848320449572,True,12,0.1875,False,1,0.796875,0.203125,0.3891560232721648,8,100111,100111,000101
seed016_pair1_B3_w6,16,30,3,37,0-1,1,B3,6,64,74.09519354660955,71.91800597969069,2.1771875669188603,True,53,0.828125,False,1,0.9375,0.0625,-0.28920738159354137,3,111111,001111,011111
seed016_pair2_B1_w6,16,30,3,37,0-2,2,B1,6,64,74.09519354660955,71.31034353308966,2.784850013519886,True,15,0.234375,True,2,0.828125,0.171875,0.827701465201465,14,101110,001110,000000
seed016_pair2_B2_w6,16,30,3,37,0-2,2,B2,6,64,74.09519354660955,73.41056216594963,0.6846313806599227,True,9,0.140625,False,1,0.953125,0.046875,0.6712684734432145,14,111101,111101,100101
seed016_pair2_B3_w6,16,30,3,37,0-2,2,B3,6,64,74.09519354660955,73.4805624649916,0.6146310816179437,True,2,0.03125,False,1,0.5,0.5,0.5052091746254196,3,100110,100110,100010
seed016_pair1_B1_w8,16,30,3,37,0-1,1,B1,8,256,74.09519354660955,72.34196988308278,1.753223663526768,True,192,0.75,False,1,0.94921875,0.05078125,0.018691023923953984,246,11011111,11011111,01110011
seed016_pair1_B2_w8,16,30,3,37,0-1,1,B2,8,256,74.09519354660955,71.91800597969069,2.1771875669188603,True,32,0.125,False,1,0.90625,0.09375,0.2926751548004528,12,11100111,00100111,01100111
seed016_pair1_B3_w8,16,30,3,37,0-1,1,B3,8,256,74.09519354660955,69.50300360240941,4.592189944200143,True,243,0.94921875,False,1,0.88671875,0.11328125,-0.3231239303469569,234,11110111,11110110,01111111
seed016_pair2_B1_w8,16,30,3,37,0-2,2,B1,8,256,74.09519354660955,71.31034353308966,2.784850013519886,True,41,0.16015625,False,1,0.9375,0.0625,0.7264012073701074,24,11101110,11101110,10100000
seed016_pair2_B2_w8,16,30,3,37,0-2,2,B2,8,256,74.09519354660955,73.41056216594963,0.6846313806599227,True,4,0.015625,False,1,0.7734375,0.2265625,0.2702391746820619,5,00111101,00110101,00110100
seed016_pair2_B3_w8,16,30,3,37,0-2,2,B3,8,256,74.09519354660955,72.1588864488335,1.9363070977760515,True,10,0.0390625,False,1,0.4296875,0.5703125,0.6289509937614443,8,11110000,11110000,10000000
seed017_pair1_B1_w6,17,40,4,34,0-3,1,B1,6,64,151.01350043079483,150.25983071621152,0.7536697145833102,True,21,0.328125,False,1,0.0625,0.9375,0.25736635270686137,16,000011,000001,100000
seed017_pair1_B2_w6,17,40,4,34,0-3,1,B2,6,64,151.01350043079483,149.2032445238838,1.8102559069110384,True,11,0.171875,False,1,0.015625,0.984375,0.6078105973639565,11,010000,010000,000001
seed017_pair1_B3_w6,17,40,4,34,0-3,1,B3,6,64,151.01350043079483,150.4670605357229,0.5464398950719271,True,2,0.03125,False,1,0.15625,0.84375,0.07677952117188397,45,111000,101000,111100
seed017_pair2_B1_w6,17,40,4,34,2-3,2,B1,6,64,151.01350043079483,151.00909945118465,0.004400979610181821,True,1,0.015625,False,1,0.53125,0.46875,0.2430550927794681,9,011111,011011,011110
seed017_pair2_B2_w6,17,40,4,34,2-3,2,B2,6,64,151.01350043079483,151.00909945118465,0.004400979610181821,True,1,0.015625,False,1,0.4375,0.5625,0.686339422226632,3,000111,000111,000101
seed017_pair2_B3_w6,17,40,4,34,2-3,2,B3,6,64,151.01350043079483,151.00909945118465,0.004400979610181821,True,1,0.015625,False,1,0.78125,0.21875,0.09946535194366565,2,110111,110111,110011
seed017_pair1_B1_w8,17,40,4,34,0-3,1,B1,8,256,151.01350043079483,150.19346157512254,0.8200388556722942,True,78,0.3046875,False,1,0.0234375,0.9765625,0.43671180260227715,50,00000101,00000101,00001011
seed017_pair1_B2_w8,17,40,4,34,0-3,1,B2,8,256,151.01350043079483,149.2032445238838,1.8102559069110384,True,9,0.03515625,False,1,0.0859375,0.9140625,0.32661865722341316,116,11101000,10101000,11100001
seed017_pair1_B3_w8,17,40,4,34,0-3,1,B3,8,256,151.01350043079483,150.4670605357229,0.5464398950719271,True,3,0.01171875,False,1,0.15625,0.84375,-0.14539189169313127,111,00001111,00001001,10001111
seed017_pair2_B1_w8,17,40,4,34,2-3,2,B1,8,256,151.01350043079483,148.73568461273055,2.2778158180642833,True,16,0.0625,False,1,0.42578125,0.57421875,0.04159122599361346,165,01111111,01011011,10110010
seed017_pair2_B2_w8,17,40,4,34,2-3,2,B2,8,256,151.01350043079483,151.00909945118465,0.004400979610181821,True,1,0.00390625,False,1,0.59375,0.40625,0.4645428009397115,2,11000111,11000111,11000011
seed017_pair2_B3_w8,17,40,4,34,2-3,2,B3,8,256,151.01350043079483,150.3659417629031,0.6475586678917296,True,6,0.0234375,False,1,0.78515625,0.21484375,-0.13810511558709085,249,10110111,10100111,11111010
seed018_pair1_B1_w6,18,50,5,35,1-3,1,B1,6,64,126.50029822430434,126.50029822430434,0.0,False,0,0.0,False,0,0.0625,0.9375,0.49867198345754743,5,001100,001000,001100
seed018_pair1_B2_w6,18,50,5,35,1-3,1,B2,6,64,126.50029822430434,126.3719099106947,0.12838831360964775,True,1,0.015625,True,2,0.046875,0.953125,0.17048654948584063,42,011110,010100,111010
seed018_pair1_B3_w6,18,50,5,35,1-3,1,B3,6,64,126.50029822430434,126.50029822430434,0.0,False,0,0.0,False,0,0.015625,0.984375,0.5032513671157278,4,001100,001000,001100
seed018_pair2_B1_w6,18,50,5,35,0-4,2,B1,6,64,126.50029822430434,120.8556061906787,5.644692033625645,True,60,0.9375,False,1,0.796875,0.203125,-0.2450091575091575,62,101100,101011,111111
seed018_pair2_B2_w6,18,50,5,35,0-4,2,B2,6,64,126.50029822430434,123.03396446939499,3.466333754909357,True,54,0.84375,False,1,0.890625,0.109375,-0.22728937728937726,63,001010,101010,111111
seed018_pair2_B3_w6,18,50,5,35,0-4,2,B3,6,64,126.50029822430434,122.41341970800765,4.086878516296693,True,63,0.984375,False,1,0.984375,0.015625,0.6698107808449463,10,000000,111111,101111
seed018_pair1_B1_w8,18,50,5,35,1-3,1,B1,8,256,126.50029822430434,126.20001226771959,0.30028595658475865,True,3,0.01171875,True,2,0.046875,0.953125,0.4528060718352907,18,01001100,01001000,10101000
seed018_pair1_B2_w8,18,50,5,35,1-3,1,B2,8,256,126.50029822430434,126.50029822430434,0.0,False,0,0.0,False,0,0.0390625,0.9609375,0.4311155530809205,3,10011000,10010000,10011000
seed018_pair1_B3_w8,18,50,5,35,1-3,1,B3,8,256,126.50029822430434,126.50029822430434,0.0,False,0,0.0,False,0,0.0390625,0.9609375,-0.10484844952391995,18,01101011,00101001,01101011
seed018_pair2_B1_w8,18,50,5,35,0-4,2,B1,8,256,126.50029822430434,120.49478731199315,6.005510912311195,True,251,0.98046875,False,1,0.93359375,0.06640625,-0.32877088578622105,217,00101100,10101011,10111111
seed018_pair2_B2_w8,18,50,5,35,0-4,2,B2,8,256,126.50029822430434,123.0313231910111,3.4689750332932476,True,150,0.5859375,False,1,0.94921875,0.05078125,-0.31392262371887264,244,00011000,10010111,00111111
seed018_pair2_B3_w8,18,50,5,35,0-4,2,B3,8,256,126.50029822430434,121.97712708741793,4.523171136886418,True,254,0.9921875,False,1,0.97265625,0.02734375,-0.027781349148397395,142,01000000,01011111,10001000
seed019_pair1_B1_w6,19,30,3,31,0-2,1,B1,6,64,122.38370724797957,109.81532719902499,12.56838004895458,True,18,0.28125,False,1,0.5,0.5,-0.2974816849816849,54,011110,010101,111000
seed019_pair1_B2_w6,19,30,3,31,0-2,1,B2,6,64,122.38370724797957,122.12100592325774,0.2627013247218315,True,5,0.078125,True,2,0.75,0.25,0.21830381924193487,38,000110,000100,010111
seed019_pair1_B3_w6,19,30,3,31,0-2,1,B3,6,64,122.38370724797957,122.12100592325774,0.2627013247218315,True,2,0.03125,True,2,0.78125,0.21875,0.5798289612134608,1,001000,001011,001011
seed019_pair2_B1_w6,19,30,3,31,1-2,2,B1,6,64,122.38370724797957,120.83168892615228,1.5520183218272905,True,10,0.15625,False,1,0.546875,0.453125,0.43366543266484586,21,000001,010001,010000
seed019_pair2_B2_w6,19,30,3,31,1-2,2,B2,6,64,122.38370724797957,121.81630791587494,0.5673993321046282,True,2,0.03125,False,1,0.640625,0.359375,0.5101276902195762,9,001000,001000,001100
seed019_pair2_B3_w6,19,30,3,31,1-2,2,B3,6,64,122.38370724797957,121.81630791587494,0.5673993321046282,True,1,0.015625,False,1,0.640625,0.359375,-0.5810048192324246,53,111000,101001,111001
seed019_pair1_B1_w8,19,30,3,31,0-2,1,B1,8,256,122.38370724797957,109.07121765855776,13.312489589421816,True,75,0.29296875,False,1,0.8515625,0.1484375,-0.21008740558480196,207,00011110,00010101,01111000
seed019_pair1_B2_w8,19,30,3,31,0-2,1,B2,8,256,122.38370724797957,122.12100592325774,0.2627013247218315,True,4,0.015625,True,2,0.671875,0.328125,0.003651596235672448,97,11000000,01000011,11000011
seed019_pair1_B3_w8,19,30,3,31,0-2,1,B3,8,256,122.38370724797957,122.12100592325774,0.2627013247218315,True,2,0.0078125,True,2,0.7421875,0.2578125,-0.05311488836257723,249,00001011,00001010,00011111
seed019_pair2_B1_w8,19,30,3,31,1-2,2,B1,8,256,122.38370724797957,120.83168892615228,1.5520183218272905,True,20,0.078125,False,1,0.52734375,0.47265625,0.5199388141447526,21,10000001,10010001,10010000
seed019_pair2_B2_w8,19,30,3,31,1-2,2,B2,8,256,122.38370724797957,122.38370724797957,0.0,False,0,0.0,False,0,0.49609375,0.50390625,-0.553430348605169,215,11110100,01010100,11110100
seed019_pair2_B3_w8,19,30,3,31,1-2,2,B3,8,256,122.38370724797957,120.83168892615228,1.5520183218272905,True,20,0.078125,False,1,0.6953125,0.3046875,-0.47753610049385137,242,00011111,10010101,10001111
seed020_pair1_B1_w6,20,40,4,33,1-3,1,B1,6,64,121.93891732789498,121.46000650506029,0.4789108228346919,True,34,0.53125,False,1,0.875,0.125,0.07014812612017207,58,010010,010010,100111
seed020_pair1_B2_w6,20,40,4,33,1-3,1,B2,6,64,121.93891732789498,121.54874407987424,0.39017324802074427,True,10,0.15625,False,1,0.671875,0.328125,0.6633374405948734,7,000000,001110,001010
seed020_pair1_B3_w6,20,40,4,33,1-3,1,B3,6,64,121.93891732789498,120.80201890423417,1.13689842366081,True,13,0.203125,False,1,0.828125,0.171875,0.6073260073260073,4,110000,010110,010100
seed020_pair2_B1_w6,20,40,4,33,0-2,2,B1,6,64,121.93891732789498,121.93891732789498,0.0,False,0,0.0,False,0,0.359375,0.640625,0.5989299074164531,1,111111,111111,111111
seed020_pair2_B2_w6,20,40,4,33,0-2,2,B2,6,64,121.93891732789498,121.93891732789498,0.0,False,0,0.0,False,0,0.53125,0.46875,0.1484534197700166,1,000111,000111,000111
seed020_pair2_B3_w6,20,40,4,33,0-2,2,B3,6,64,121.93891732789498,121.93891732789498,0.0,False,0,0.0,False,0,0.046875,0.953125,0.1682253688911599,1,100000,100000,100000
seed020_pair1_B1_w8,20,40,4,33,1-3,1,B1,8,256,121.93891732789498,121.46000650506029,0.4789108228346919,True,94,0.3671875,False,1,0.8125,0.1875,-0.28140188988652093,243,00100110,10100010,01001111
seed020_pair1_B2_w8,20,40,4,33,1-3,1,B2,8,256,121.93891732789498,121.6486556289907,0.2902616989042883,True,3,0.01171875,False,1,0.67578125,0.32421875,-0.1806926758213983,86,11000100,01000100,11000101
seed020_pair1_B3_w8,20,40,4,33,1-3,1,B3,8,256,121.93891732789498,120.54118569807537,1.3977316298196172,True,105,0.41015625,False,1,0.67578125,0.32421875,0.28628866503759204,124,00101000,10101000,10110010
seed020_pair2_B1_w8,20,40,4,33,0-2,2,B1,8,256,121.93891732789498,121.93891732789498,0.0,False,0,0.0,False,0,0.27734375,0.72265625,0.41320024902612124,1,11111111,11111111,11111111
seed020_pair2_B2_w8,20,40,4,33,0-2,2,B2,8,256,121.93891732789498,121.93891732789498,0.0,False,0,0.0,False,0,0.3125,0.6875,0.33220784879992593,1,00000111,00000111,00000111
seed020_pair2_B3_w8,20,40,4,33,0-2,2,B3,8,256,121.93891732789498,121.93891732789498,0.0,False,0,0.0,False,0,0.14453125,0.85546875,0.5341520699672109,1,11000000,11000000,11000000
seed021_pair1_B1_w6,21,50,5,39,0-2,1,B1,6,64,132.3247656791308,132.2734697994204,0.05129587971038063,True,2,0.03125,False,1,0.8125,0.1875,0.11745712385305272,1,000110,000100,000100
seed021_pair1_B2_w6,21,50,5,39,0-2,1,B2,6,64,132.3247656791308,132.04386497837726,0.28090070075353424,True,1,0.015625,True,3,0.59375,0.40625,-0.29999427672059364,63,110100,100100,111111
seed021_pair1_B3_w6,21,50,5,39,0-2,1,B3,6,64,132.3247656791308,130.04035891762626,2.2844067615045276,True,30,0.46875,False,1,0.984375,0.015625,0.4219780219780219,20,100000,101010,001111
seed021_pair2_B1_w6,21,50,5,39,2-3,2,B1,6,64,132.3247656791308,128.9763627826897,3.348402896441087,True,28,0.4375,False,1,0.9375,0.0625,0.13663003663003662,61,010111,000011,111111
seed021_pair2_B2_w6,21,50,5,39,2-3,2,B2,6,64,132.3247656791308,130.6021782688022,1.7225874103286003,True,39,0.609375,False,1,0.953125,0.046875,0.27954256687386253,12,111101,000000,110000
seed021_pair2_B3_w6,21,50,5,39,2-3,2,B3,6,64,132.3247656791308,131.17337673387857,1.1513889452522221,True,37,0.578125,False,1,0.703125,0.296875,0.013143433083684115,4,010101,000000,010100
seed021_pair1_B1_w8,21,50,5,39,0-2,1,B1,8,256,132.3247656791308,131.49912157789868,0.8256441012321147,True,29,0.11328125,False,1,0.65625,0.34375,0.002628115263337824,161,11000110,10000100,00100000
seed021_pair1_B2_w8,21,50,5,39,0-2,1,B2,8,256,132.3247656791308,131.01103985682627,1.3137258223045194,True,8,0.03125,False,1,0.6953125,0.3046875,0.6923572433479833,20,00000000,00011000,00011101
seed021_pair1_B3_w8,21,50,5,39,0-2,1,B3,8,256,132.3247656791308,131.03537497743423,1.2893907016965613,True,24,0.09375,False,1,0.6875,0.3125,-0.11661633559310602,162,11101000,10101010,11110011
seed021_pair2_B1_w8,21,50,5,39,2-3,2,B1,8,256,132.3247656791308,128.9763627826897,3.348402896441087,True,105,0.41015625,False,1,0.96875,0.03125,0.0696018825818265,250,01110111,00100011,11111111
seed021_pair2_B2_w8,21,50,5,39,2-3,2,B2,8,256,132.3247656791308,130.70687302541015,1.617892653720645,True,134,0.5234375,False,1,0.84375,0.15625,0.23826525268474671,103,00111111,00000010,10110011
seed021_pair2_B3_w8,21,50,5,39,2-3,2,B3,8,256,132.3247656791308,130.6021782688022,1.7225874103286003,True,176,0.6875,False,1,0.94921875,0.05078125,0.19453974898068713,18,11010111,00010000,00010101
seed022_pair1_B1_w6,22,30,3,33,0-2,1,B1,6,64,85.99990035726037,83.47208912130291,2.527811235957458,True,12,0.1875,False,1,0.0625,0.9375,-0.08507326007326006,64,111011,101001,111111
seed022_pair1_B2_w6,22,30,3,33,0-2,1,B2,6,64,85.99990035726037,83.77456346621376,2.2253368910466094,True,37,0.578125,False,1,0.53125,0.46875,0.06883523023831903,41,000111,000101,011001
seed022_pair1_B3_w6,22,30,3,33,0-2,1,B3,6,64,85.99990035726037,84.35248022874461,1.647420128515762,True,18,0.28125,False,1,0.59375,0.40625,-0.38031135531135524,54,010111,010101,101110
