instance_id,source,bitstring,count,probability,energy,raw_feasible,onehot_violation_count,capacity_violation_count,task_id,backend,exact_energy,energy_gap,normalized_score,quality_gate_pass,near_quality_gate_pass,classical_reach_all_pass,classical_reach_feasible_pass,strict_improvement_all_pass,strict_improvement_feasible_pass,strict_improvement_pass,bqm_energy,threshold_all,threshold_feasible,meets_quality_threshold,strictly_below_threshold
seed2026_c4_v2_medium,hardware,0010,190,0.185546875,54.09541431515527,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,54.277496784580535,0.9968834815004087,False,False,False,False,False,False,False,54.09541431515527,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,1111,177,0.1728515625,779.2130623708881,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,779.3951448403134,14.314701146528408,False,False,False,False,False,False,False,779.2130623708881,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,1101,119,0.1162109375,54.09541431515527,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,54.277496784580535,0.9968834815004087,False,False,False,False,False,False,False,54.09541431515527,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,0000,106,0.103515625,779.2130623708881,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,779.3951448403134,14.314701146528408,False,False,False,False,False,False,False,779.2130623708881,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,1010,90,0.087890625,1.9603592225339526,True,0,0,2608012254449770289,Shenglian,-0.18208246942526785,2.1424416919592204,0.03934899100576566,True,True,False,False,False,False,False,1.9603592225339526,-0.18208246942526785,-0.18208246942526785,True,False
seed2026_c4_v2_medium,hardware,1011,50,0.048828125,201.2579027966351,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,201.43998526606038,3.6997320385355206,False,False,False,False,False,False,False,201.2579027966351,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,0101,44,0.04296875,1.9603592225339526,True,0,0,2608012254449770289,Shenglian,-0.18208246942526785,2.1424416919592204,0.03934899100576566,True,True,False,False,False,False,False,1.9603592225339526,-0.18208246942526785,-0.18208246942526785,True,False
seed2026_c4_v2_medium,hardware,0011,37,0.0361328125,54.434785617779426,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,54.61686808720469,1.0031165184995912,False,False,False,False,False,False,False,54.434785617779426,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,1001,37,0.0361328125,-0.18208246942526785,True,0,0,2608012254449770289,Shenglian,-0.18208246942526785,0.0,0.0,True,True,True,True,False,False,False,-0.18208246942526785,-0.18208246942526785,-0.18208246942526785,True,False
seed2026_c4_v2_medium,hardware,1110,32,0.03125,2.0958914224167984,True,0,0,2608012254449770289,Shenglian,-0.18208246942526785,2.2779738918420662,0.041838232759320575,True,True,False,False,False,False,False,2.0958914224167984,-0.18208246942526785,-0.18208246942526785,True,False
seed2026_c4_v2_medium,hardware,1000,31,0.0302734375,442.97691620756905,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,443.1589986769943,8.139245758011079,False,False,False,False,False,False,False,442.97691620756905,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,0110,26,0.025390625,-0.18208246942526785,True,0,0,2608012254449770289,Shenglian,-0.18208246942526785,0.0,0.0,True,True,True,True,False,False,False,-0.18208246942526785,-0.18208246942526785,-0.18208246942526785,True,False
seed2026_c4_v2_medium,hardware,0001,25,0.0244140625,2.0958914224167984,True,0,0,2608012254449770289,Shenglian,-0.18208246942526785,2.2779738918420662,0.041838232759320575,True,True,False,False,False,False,False,2.0958914224167984,-0.18208246942526785,-0.18208246942526785,True,False
seed2026_c4_v2_medium,hardware,0111,24,0.0234375,442.97691620756905,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,443.1589986769943,8.139245758011079,False,False,False,False,False,False,False,442.97691620756905,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,1100,21,0.0205078125,54.434785617779426,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,54.61686808720469,1.0031165184995912,False,False,False,False,False,False,False,54.434785617779426,-0.18208246942526785,-0.18208246942526785,False,False
seed2026_c4_v2_medium,hardware,0100,15,0.0146484375,201.2579027966351,False,0,1,2608012254449770289,Shenglian,-0.18208246942526785,201.43998526606038,3.6997320385355206,False,False,False,False,False,False,False,201.2579027966351,-0.18208246942526785,-0.18208246942526785,False,False
